投票区,番号,住所,備考,名称
11.姫島第1,1,大阪府大阪市西淀川区姫島1丁目10番4号,姫島小学校正門横,11-1 姫島小学校正門横
11.姫島第1,2,大阪府大阪市西淀川区姫島1丁目10番4号,姫島小学校通用門横,11-2 姫島小学校通用門横
11.姫島第1,3,大阪府大阪市西淀川区姫島3丁目13番,姫島街園東側,11-3 姫島街園東側
11.姫島第1,4,大阪府大阪市西淀川区姫島3丁目14番,姫島浜公園東側,11-4 姫島浜公園東側
11.姫島第1,5,大阪府大阪市西淀川区姫島3丁目6番,南姫島公園南側,11-5 南姫島公園南側
