投票区,番号,住所,備考,名称
8.大和田第1,1,大阪府大阪市西淀川区大和田4丁目3番24号,大和田小学校正門横,8-1 大和田小学校正門横
8.大和田第1,2,大阪府大阪市西淀川区大和田3丁目7番16号,グランビア千船第2モータープール西側,8-2 グランビア千船第2モータープール西側
8.大和田第1,3,大阪府大阪市西淀川区大和田1丁目1番,大和田元自転車保管所,8-3 大和田元自転車保管所
8.大和田第1,4,大阪府大阪市西淀川区大和田4丁目4番,大和田中央公園北側,8-4 大和田中央公園北側
8.大和田第1,5,大阪府大阪市西淀川区大和田2丁目4番,市営大和田第3住宅6号館西側,8-5 市営大和田第3住宅6号館西側
