投票区,番号,住所,備考,名称
2.馯里,1,大阪府大阪市西淀川区野里2丁目21番13号,野里小学校通用門横,2-1 野里小学校通用門横
2.馯里,2,大阪府大阪市西淀川区野里3丁目3番15号,淀商業高等学校南東側,2-2 淀商業高等学校南東側
2.馯里,3,大阪府大阪市西淀川区野里3丁目3番15号,淀商業高等学校南西側,2-3 淀商業高等学校南西側
2.馯里,4,大阪府大阪市西淀川区野里1丁目9番,野里公園北側,2-4 野里公園北側
2.馯里,5,大阪府大阪市西淀川区野里2丁目10番,野里西公園南側,2-5 野里西公園南側
