投票区,番号,住所,備考,名称
5.香簑第2,1,大阪府大阪市西淀川区御幣島6丁目5番25号,香簑小学校正門横,5-1 香簑小学校正門横
5.香簑第2,2,大阪府大阪市西淀川区御幣島6丁目5番25号,香簑小学校東側 通用門横,5-2 香簑小学校東側 通用門横
5.香簑第2,3,大阪府大阪市西淀川区御幣島3丁目5番5号,御幣島小学校西側,5-3 御幣島小学校西側
5.香簑第2,4,大阪府大阪市西淀川区竹島2丁目2番,竹島南公園南側,5-4 竹島南公園南側
5.香簑第2,5,大阪府大阪市西淀川区御幣島6丁目8番,市営御幣島住宅5号棟東側,5-5 市営御幣島住宅5号棟東側
5.香簑第2,6,大阪府大阪市西淀川区御幣島3丁目7番,御幣島東公園北側,5-6 御幣島東公園北側
5.香簑第2,7,大阪府大阪市西淀川区竹島3丁目7番,竹島公園東側,5-7 竹島公園東側
