投票区,番号,住所,備考,名称
10.姫里,1,大阪府大阪市西淀川区姫里2丁目8番24号,姫里小学校正門横,10-1 姫里小学校正門横
10.姫里,2,大阪府大阪市西淀川区姫里2丁目8番24号,姫里小学校西通用門横,10-2 姫里小学校西通用門横
10.姫里,3,大阪府大阪市西淀川区姫里3丁目10番,大野川綠陰道路鉄柵,10-3 大野川綠陰道路鉄柵
10.姫里,4,大阪府大阪市西淀川区姫里1丁目4番25号,ヨドコウ姫里第3モータープール東側,10-4 ヨドコウ姫里第3モータープール東側
10.姫里,5,大阪府大阪市西淀川区姫里3丁目7番,上町公園南側,10-5 上町公園南側
