投票区,番号,住所,備考,名称
9.大和田第2,1,大阪府大阪市西淀川区大和田6丁目13番6号,淀中学校西門横,9-1 淀中学校西門横
9.大和田第2,2,大阪府大阪市西淀川区大和田6丁目8番,大和田6丁目バス停前,9-2 大和田6丁目バス停前
9.大和田第2,3,大阪府大阪市西淀川区大和田5丁目20番,大和田北公園南西側,9-3 大和田北公園南西側
9.大和田第2,4,大阪府大阪市西淀川区大和田5丁目2番,市営大和田第1住宅2号棟前,9-4 市営大和田第1住宅2号棟前
