投票区,番号,住所,備考,名称
12.姫島第2,1,大阪府大阪市西淀川区姫島6丁目9番,大野川緑陰道路鉄柵,12-1 大野川緑陰道路鉄柵
12.姫島第2,2,大阪府大阪市西淀川区姫島4丁目21番,北姫島公園南角,12-2 北姫島公園南角
12.姫島第2,3,大阪府大阪市西淀川区姫島4丁目14番,姫島公園南側,12-3 姫島公園南側
12.姫島第2,4,大阪府大阪市西淀川区姫島6丁目10番5号,西淀中学校正門横,12-4 西淀中学校正門横
12.姫島第2,5,大阪府大阪市西淀川区姫島4丁目1番,阪神姫島駅前バス停前,12-5 阪神姫島駅前バス停前
