投票区,番号,住所,備考,名称
14.出来島,1,大阪府大阪市西淀川区出来島2丁目2番24号,出来島小学校正門横,14-1 出来島小学校正門横
14.出来島,2,大阪府大阪市西淀川区出来島3丁目2番,出来島西公園南側,14-2 出来島西公園南側
14.出来島,3,大阪府大阪市西淀川区出来島1丁目3番,出来島市営出来島第二住宅2号棟北側,14-3 出来島市営出来島第二住宅2号棟北側
14.出来島,4,大阪府大阪市西淀川区出来島1丁目11番,出来島公園南側,14-4 出来島公園南側
14.出来島,5,大阪府大阪市西淀川区出来島2丁目9番,阪神出来島駅西側,14-5 阪神出来島駅西側
