投票区,番号,住所,備考,名称
13.福・大野百島,1,大阪府大阪市西淀川区福町2丁目5番23号,福小学校正門横,13-1 福小学校正門横
13.福・大野百島,2,大阪府大阪市西淀川区福町1丁目11番41号,福町東公園南側,13-2 福町東公園南側
13.福・大野百島,3,大阪府大阪市西淀川区福町2丁目20番,大野川緑陰道路鉄柵,13-3 大野川緑陰道路鉄柵
13.福・大野百島,4,大阪府大阪市西淀川区福町3丁目3番,福町北公園西側,13-4 福町北公園西側
13.福・大野百島,5,大阪府大阪市西淀川区百島1丁目1番23号,大野百島老人憩の家前,13-5 大野百島老人憩の家前
13.福・大野百島,6,大阪府大阪市西淀川区大野2丁目4番117号,大野下水処理場東側,13-6 大野下水処理場東側
